0,0,1,2,3,0,0,0,7,21,2,0,2,3,3,25,21,29,3,0,26,1,0,22,25,22,25,2,31,25,6,29,1,2,25,0,1,27,1,2
0,4,45,5,7,0,38,19,7,12,2,2,3,1,3,83,0,123,4,0,132,4,0,42,163,0,108,2,155,118,6,123,1,2,3,0,1,106,1,2
0,4,11,3,3,51,32,16,8,30,2,2,0,3,2,101,213,261,0,1,384,0,0,284,350,216,321,2,317,245,0,236,1,2,228,0,1,227,1,2
0,2,26,4,7,52,43,10,5,20,1,2,0,1,15,11,237,292,0,0,423,1,0,2,383,242,93,0,347,277,0,251,1,2,257,0,0,256,1,2
0,2,7,28,5,28,46,4,5,12,1,1,0,5,0,46,0,362,5,4,378,1,0,383,12,0,12,0,404,342,0,68,81,3,3,0,1,310,2,226
0,2,3,3,3,43,3,3,2,23,1,3,0,3,3,109,0,402,0,5,286,4,1,2,258,328,145,2,224,382,8,169,1,2,347,1,1,344,1,2
0,2,4,2,3,58,17,3,1,4,1,3,0,3,7,29,0,467,12,4,7,1,0,260,138,0,7,2,102,441,0,84,116,3,399,0,1,388,4,293
1,4,1,11,1,28,25,1,1,14,2,1,7,6,3,4,0,4,0,0,74,1,0,51,583,3,69,0,467,4,2,78,1,2,4,0,1,4,1,2
0,2,8,14,15,88,3,3,9,35,1,3,0,17,3,196,411,512,0,1,289,0,0,2,260,417,240,1,530,480,4,368,128,1,435,3,0,19,0,323
0,4,11,5,3,6,32,1,1,45,2,0,0,3,3,17,431,539,0,2,761,1,0,568,136,440,131,1,84,507,0,19,10,0,458,0,0,446,0,340
1,4,51,3,3,28,32,1,1,21,2,1,0,3,3,36,450,564,3,0,786,1,0,588,209,460,195,7,577,527,1,100,0,0,478,0,1,120,4,353
0,4,1,28,10,67,47,17,13,34,2,7,0,10,3,169,28,36,1,4,808,4,0,2,688,29,621,0,446,32,0,314,0,1,32,0,3,19,0,363
0,0,13,12,2,1,20,10,6,18,0,0,0,9,13,17,462,579,0,2,146,1,0,465,137,472,132,1,84,542,0,19,0,3,492,0,8,21,0,9
0,2,19,2,3,76,17,3,1,5,1,3,0,3,3,3,0,630,0,4,142,14,0,111,135,0,130,2,402,3,0,288,1,2,3,0,1,3,1,2
1,4,3,8,6,73,14,12,10,13,2,2,0,8,7,61,514,647,0,5,869,1,0,409,477,526,440,9,260,601,0,91,45,3,552,1,1,21,23,9
0,4,7,3,7,19,53,4,11,13,2,1,7,1,3,18,64,80,0,0,344,1,0,2,316,65,289,1,198,74,7,120,1,2,72,3,0,69,1,2
0,2,0,5,3,24,1,16,6,20,1,2,0,3,2,29,507,636,5,5,1070,1,0,816,866,519,773,5,443,592,0,84,0,1,543,0,1,21,0,394
1,4,0,7,7,0,24,19,7,10,2,0,0,1,2,28,0,15,8,4,1042,1,0,799,846,0,756,0,754,3,0,493,26,0,3,0,1,641,6,486
0,1,14,10,5,114,24,1,6,4,0,1,0,7,0,12,540,679,0,5,36,1,0,26,35,553,34,1,50,628,0,12,11,0,579,3,1,554,0,424
1,13,1,7,10,7,4,19,12,14,0,1,0,4,3,95,775,910,0,0,1189,1,0,2,829,785,743,7,844,859,0,141,0,0,816,0,0,721,2,555
0,2,7,2,3,162,3,3,6,23,1,3,0,3,3,14,418,78,0,6,55,5,1,481,53,426,52,2,547,490,3,378,0,3,444,0,6,68,4,48
0,0,1,3,3,126,4,4,1,3,0,1,0,3,0,2,796,952,0,4,1224,40,0,968,964,806,852,1,212,893,5,163,1,2,837,0,1,14,1,2
0,4,34,5,0,8,40,2,1,43,2,1,0,7,20,17,807,962,0,3,895,1,0,2,745,816,672,1,84,903,1,19,14,0,847,0,1,21,0,9
0,2,31,4,9,76,50,4,2,27,1,3,3,0,3,104,818,972,0,0,1243,4,1,215,941,827,835,1,207,913,0,160,0,1,859,0,1,765,12,76
0,0,1,13,2,147,20,1,7,25,2,1,0,11,3,84,823,978,3,5,1248,5,0,991,979,832,864,10,874,919,1,124,48,3,864,1,8,769,13,579
0,20,1,10,11,35,14,11,4,37,0,2,3,13,3,66,77,100,0,5,442,1,0,365,397,78,364,2,122,92,6,99,1,2,86,0,9,89,1,2
0,2,9,3,3,9,43,10,1,13,1,1,3,3,25,149,245,303,0,0,1285,1,0,335,1000,250,882,1,382,289,0,257,1,2,267,0,1,263,1,2
0,2,1,5,7,12,21,4,9,33,1,1,3,9,6,89,859,9,0,1,223,1,0,2,207,8,193,1,348,9,0,132,0,0,9,0,0,8,0,604
1,3,40,2,3,75,1,22,1,44,0,2,3,3,3,117,0,52,0,1,1331,1,0,1071,1032,0,909,2,722,3,2,475,14,0,3,0,9,46,16,30
0,4,1,3,9,122,3,3,5,23,2,3,0,8,3,40,0,1068,3,5,1014,1,0,2,826,0,740,2,935,3,1,52,1,2,3,0,1,273,1,2
0,2,0,4,8,24,3,3,9,7,1,3,0,9,20,66,77,100,8,5,1354,4,0,2,1047,78,921,2,549,92,4,380,1,2,86,0,2,89,1,2
0,4,0,7,5,66,15,25,7,27,2,8,0,7,14,11,455,572,6,5,378,1,0,148,12,465,12,2,956,534,0,402,1,2,484,0,1,184,1,2
0,2,1,2,9,92,3,3,14,5,1,3,0,0,0,19,2,2,3,0,1436,1,1,1147,1103,2,969,2,23,2,1,22,1,2,2,0,9,2,1,2
0,0,52,9,8,7,6,6,13,8,0,0,3,4,3,36,981,1168,5,0,311,1,0,3,284,994,260,1,64,1094,0,56,0,0,1033,1,1,910,4,684
0,6,1,13,16,107,6,9,13,0,0,2,1,9,3,0,74,36,3,0,53,1,0,34,276,75,50,1,60,87,2,53,0,1,83,3,0,19,0,28
0,2,0,10,4,79,12,4,14,22,1,1,0,5,0,282,0,1212,3,4,1495,1,0,1201,52,0,51,1,1026,1133,5,655,1,2,3,0,1,944,1,2
1,1,0,7,7,58,13,2,8,16,0,0,0,1,7,0,705,859,0,4,1498,1,0,617,1143,715,999,2,132,803,0,0,0,3,744,0,1,675,0,510
0,3,3,3,0,4,4,2,1,3,0,1,0,4,2,284,1056,1262,0,5,44,1,0,122,42,1073,41,2,1051,1176,0,671,1,2,1115,0,9,201,1,2
1,0,1,22,0,89,12,4,6,1,0,1,3,1,0,29,1088,1300,0,0,1304,0,0,1266,1013,1105,894,0,454,1205,5,84,30,3,1148,0,0,21,5,9
0,4,1,4,12,6,5,10,4,49,2,8,0,12,3,14,63,78,0,0,44,4,0,996,42,64,41,2,96,72,0,80,0,0,71,0,9,68,4,48
1,13,62,4,6,0,14,6,5,8,2,2,0,8,0,18,0,1395,0,0,689,1,0,1358,598,0,545,6,134,3,0,108,1,2,3,0,0,317,1,2
0,4,6,13,7,10,3,13,6,31,2,9,0,1,3,98,13,19,0,0,1710,1,1,1390,1276,14,855,1,681,17,0,145,0,0,17,0,6,17,12,840
0,2,6,2,1,98,3,3,2,10,1,3,0,6,4,3,815,58,3,0,1713,1,0,2,1278,824,1107,1,70,54,4,60,1,2,856,1,2,3,1,2
0,2,9,12,1,178,3,3,2,23,1,3,0,6,3,28,0,294,0,3,544,14,1,1438,483,0,445,2,34,1387,3,32,0,3,1323,0,1,258,0,190
1,2,11,2,1,21,49,2,0,36,1,0,0,6,3,11,0,15,3,0,1103,1,0,2,334,0,305,1,273,3,1,202,1,2,3,0,0,95,1,2
0,2,1,4,3,171,27,19,12,29,1,0,0,3,110,37,1379,1630,5,0,768,1,0,1570,265,1396,244,7,1263,1513,0,49,0,3,1449,0,8,21,3,9
0,1,23,4,5,107,27,15,11,29,2,0,0,8,3,44,195,238,14,4,261,3,0,171,236,197,219,10,1266,225,0,65,20,0,208,0,0,57,4,38
0,1,3,3,0,7,4,1,1,3,0,1,0,4,3,12,107,130,3,0,1893,4,0,1577,9,110,9,1,50,128,1,12,22,0,117,1,1,91,3,950
0,2,3,3,3,95,25,4,2,20,1,1,3,3,0,119,1027,1226,6,1,1662,1,0,1591,1393,1042,434,2,1276,1144,6,185,1,2,1083,0,1,175,1,2
0,2,3,3,3,47,24,2,1,28,1,1,0,3,3,242,1359,1608,0,0,1925,1,0,239,402,1375,1205,2,1252,1491,6,787,1,2,1428,2,7,676,1,2
0,4,7,10,8,48,6,4,12,35,2,1,0,9,6,169,28,36,0,0,1934,5,0,1605,1407,29,1209,1,559,32,0,314,0,1,32,0,1,19,0,277
0,2,0,5,9,127,36,4,5,29,1,1,0,0,3,38,2,2,8,0,481,4,0,1137,434,2,400,1,117,2,5,95,1,2,2,0,1,2,1,2
0,4,16,2,1,19,9,19,2,13,2,0,0,6,3,115,0,1741,6,3,2001,1,0,58,78,1488,76,2,241,1622,0,178,1,2,1547,0,1,169,1,2
0,1,3,7,7,104,0,1,6,1,0,1,0,1,11,0,0,36,0,4,432,6,0,322,390,0,357,1,60,328,5,53,0,1,3,0,1,19,0,28
0,2,29,11,9,43,3,3,0,5,1,3,0,0,3,11,0,373,0,1,536,1,1,2,476,0,439,10,1064,352,8,298,1,2,1142,0,2,319,1,2
1,13,1,2,7,107,4,19,6,1,0,1,0,4,13,17,0,349,0,4,25,0,0,183,24,0,24,2,20,1787,0,19,0,1,3,0,1,19,0,206
0,2,13,3,3,159,3,13,2,31,1,9,0,3,11,134,0,1942,0,5,2189,1,1,1851,1565,0,1325,2,300,3,0,223,1,2,3,1,6,1480,1,2
1,6,1,2,0,109,4,10,1,3,0,1,0,4,0,251,1664,1957,0,4,569,1,0,2,503,1675,461,2,817,1818,0,533,0,1,1735,0,1,1491,6,803
0,2,3,2,3,70,15,4,1,41,1,3,3,3,3,239,5,2,0,0,602,1,0,531,530,6,487,1,756,7,5,500,1,2,7,0,1,2,1,2
0,0,26,8,0,120,4,4,1,3,0,1,0,4,8,51,210,258,3,4,253,5,0,2,229,213,214,1,314,242,2,234,0,1,225,0,1,89,11,168
0,2,11,12,4,122,3,13,9,31,1,9,0,17,3,2,25,16,0,0,1930,1,0,2,459,26,423,1,236,28,5,175,1,2,29,3,2,14,1,2
0,1,1,11,1,39,47,1,0,23,0,1,0,6,3,201,1700,1995,3,5,580,1,0,440,1406,1716,470,5,669,1858,1,384,0,3,1773,4,1,1520,4,327
0,2,3,3,3,22,29,2,1,29,1,1,0,3,7,17,28,36,5,3,760,1,0,456,77,29,75,6,76,32,5,39,6,1,32,0,1,19,0,14
0,2,3,3,3,43,3,3,2,4,1,3,0,3,3,11,0,11,0,5,727,1,1,2,630,0,238,2,1475,11,8,11,1,2,11,0,7,4,1,2
0,0,3,3,3,2,27,4,3,36,0,1,2,3,3,0,1721,114,5,0,2263,1,0,42,139,1738,21,1,141,315,2,0,0,1,1796,0,0,19,0,73
0,2,1,42,12,70,3,3,13,36,1,3,0,14,0,28,0,15,0,0,792,1,0,1936,152,0,144,5,589,3,1,32,0,3,3,0,0,1553,0,1179
0,4,29,28,2,51,15,1,13,8,2,1,0,20,3,18,64,80,17,0,2089,1,0,2,1496,65,1268,2,22,74,5,21,1,2,72,0,1,69,1,2
